"DO NOT EDIT","Thai"
"TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, YOU WILL NOT BRING, REQUEST, JOIN, OR PARTICIPATE IN A CLASS ACTION OR CLASS ARBITRATION PROCEEDING AS TO ANY CLAIM, DEMAND, SUIT OR CAUSE OF ACTION YOU MAY HAVE AGAINST KCGA, FUTUREED PTE LTD ARISING OUT OF, RELATING TO OR IN ANY WAY CONNECTED WITH THE FUTUREED PTE LTD SITE, YOUR USE OF THE FUTUREED PTE LTD SITE, OR ANY TEST OR OTHER PRODUCT OR SERVICE OBTAINED THROUGH THE FUTUREED PTE LTD SITE, AND YOU WAIVE AND RELINQUISH ANY RIGHT YOU MAY NOW OR IN THE FUTURE HAVE TO BRING, REQUEST, JOIN OR PARTICIPATE IN ANY LAWSUIT OR ARBITRATION OR OTHER PROCEEDING ON A CLASS ACTION OR CONSOLIDATED BASIS OR TO PARTICIPATE AS A REPRESENTATIVE OR MEMBER OF ANY CLASS OF CLAIMANTS PERTAINING TO ANY CLAIM, DEMAND, SUIT OR CAUSE OF ACTION ARISING OUT OF, RELATING TO OR IN ANY WAY CONNECTED WITH YOUR USE OF THE FUTUREED PTE LTD SITE, OR ANY TEST, OR OTHER PRODUCT OR SERVICE OBTAINED THROUGH THE FUTUREED PTE LTD SITE. THIS PROVISION DOES NOT CONSTITUTE A WAIVER OF ANY OF YOUR RIGHTS AND REMEDIES TO PURSUE A CLAIM INDIVIDUALLY, AND NOT ON A CLASS ACTION, CLASS ARBITRATION OR CONSOLIDATED BASIS OR AS A REPRESENTATIVE OR MEMBER OF ANY CLASS OF CLAIMANTS.","ในขอบเขตสูงสุดที่กฎหมายอนุญาต คุณจะไม่นำคำขอเข้าร่วมหรือมีส่วนร่วมในการดำเนินการระดับหรือระดับอนุญาโตตุลาการดําเนินการใดๆ ที่เรียกร้องความต้องการฟ้องร้องหรือสาเหตุของการกระทำคุณอาจมีการต่อต้าน KCG และ FUTUREED PTE LTD ที่เกิดขึ้น เกี่ยวข้องกับหรือในทางใดๆ ที่เชื่อมต่อกับเว็บไซต์ FUTUREED PTE LTD ของการใช้เว็บไซต์ FUTUREED PTE LTD หรือการทดสอบหรือผลิตภัณฑ์อื่นหรือบริการผ่านเว็บไซต์ FUTUREED PTE LTD และคุณสละสิทธิของคุณ ตอนนี้อาจหรือในอนาคตจะต้องนำคำขอเข้าร่วมหรือมีส่วนร่วมในคดีใดๆ หรืออนุญาโตตุลาการหรือการดำเนินการอื่นๆ ในการดำเนินการเรียนหรืองบการเงินรวมหรือมีส่วนร่วมเป็นผู้แทนหรือสมาชิกของชั้นเรียนของผู้ร้องเรียนที่เกี่ยวข้องกับการใดๆ ที่เรียกร้องต้องการใดๆ การฟ้องร้องหรือสาเหตุของการกระทำที่เกิดจากการที่เกี่ยวข้องกับหรือในทางที่เชื่อมต่อกับการใช้งานของเว็บไซต์ FUTUREED PTE LTD หรือการทดสอบหรือผลิตภัณฑ์อื่นหรือบริการรับผ่านเว็บไซต์ FUTUREED PTE LTD บทบัญญัตินี้ไม่ก่อให้เกิดการสละสิทธิใดๆ ของคุณและการเยียวยาที่จะไล่ตามการเรียกร้องรายบุคคลและไม่ได้อยู่ในการดำเนินการระดับอนุญาโตตุลาการชั้นเรียนหรืองบการเงินรวมหรือเป็นตัวแทนหรือสมาชิกของชั้นเรียนของผู้ร้องเรียนใดๆ"
"Severability","การถือเป็นโมฆะ"
"In the event that any one or more of these provisions should be held invalid, illegal or unenforceable, such provisions will be modified, if possible, to the minimum extent necessary to make them valid and enforceable, or if they cannot be so modified, then severed, and the remaining provisions contained herein will not in any way be affected or impaired","ในกรณีที่คนใดคนหนึ่งหรือมากกว่าของบทบัญญัติเหล่านี้ควรจะจัดขึ้นที่ไม่ถูกต้องผิดกฎหมายหรือไม่มีผลบังคับใช้บทบัญญัติดังกล่าวจะได้รับการแก้ไขถ้าเป็นไปได้ในขอบเขตขั้นต่ำที่จำเป็นเพื่อให้มีผลบังคับใช้หรือถ้าพวกเขาไม่สามารถแก้ไขได้เป็นเช่นนั้นแล้ว ตัดและบทบัญญัติที่เหลืออยู่ในที่นี้จะไม่ได้อยู่ในทางใดทางหนึ่งได้รับผลกระทบหรือเกิดการด้อยค่า"
"Jurisdiction and Governing Law","อัยการและกฎหมายปกครอง"
"The validity, construction, enforcement and interpretation of these Terms and Conditions of Use is to be governed the laws of Singapore.","ความถูกต้อง การก่อสร้าง การบังคับใช้และการตีความข้อตกลงและเงื่อนไขในการใช้งานเหล่านี้คือการได้รับการควบคุมกฎหมายของประเทศสิงคโปร์"
"Waiver","การสละสิทธิ"
"KCGA’s failure to enforce strict performance of any provision of these Terms does not constitute a waiver of the right to subsequently enforce such provision.","ความล้มเหลวของ KCGA ในการบังคับใช้ประสิทธิภาพการทำงานที่เข้มงวดของบทบัญญัติของข้อตกลงใดๆ เหล่านี้ไม่ถือว่าเป็นการสละสิทธิ์ในการภายหลังการบังคับใช้บทบัญญัติดังกล่าว"
"Your Consent","ความยินยอมของคุณ"
"By using our site, you consent to our terms and conditions as written in this agreement.","โดยใช้เว็บไซต์ของเราคุณยินยอมที่จะข้อกำหนดและเงื่อนไขของเราตามที่เขียนไว้ในข้อตกลงนี้"
"Contacting Us","การติดต่อกับเรา"
"If there are any questions regarding this policy you may contact us using the information below.","หากมีข้อสงสัยใดๆ เกี่ยวกับนโยบายนี้คุณสามารถติดต่อเราโดยใช้ข้อมูลดังต่อไปนี้"
